RVNUSDT,ANKRUSDT,RVNUSDT_perc,ANKRUSDT_perc,spread,zscore
0.02162,0.02974,1.0,1.0,-0.008815285235009303,
0.02123,0.02917,0.9819611470860314,0.980833893745797,-0.00862195932431814,
0.02344,0.02979,1.0841813135985199,1.0016812373907196,-0.00704645417454362,
0.02415,0.03165,1.1170212765957448,1.0642232683254875,-0.00823993872522005,
0.02558,0.03152,1.183163737280296,1.0598520511096168,-0.006676899482430845,
0.02508,0.02995,1.1600370027752083,1.0070611970410221,-0.005570194781053417,
0.02526,0.03031,1.1683626271970398,1.0191661062542032,-0.005758611145700469,
0.02435,0.02854,1.12627197039778,0.9596503026227303,-0.004857230686185793,
0.02389,0.02752,1.104995374653099,0.9253530598520511,-0.004273384319685811,
0.02306,0.02761,1.066604995374653,0.9283792871553463,-0.005195488410847573,
0.02321,0.02718,1.0735430157261796,0.9139206455951581,-0.0046054355308524815,
0.02309,0.02775,1.0679925994449584,0.9330867518493612,-0.005308761441543651,
0.0231,0.02767,1.06845513413506,0.9303967720242099,-0.005216891138288753,
0.02348,0.02835,1.086031452358927,0.953261600537996,-0.005532788715955406,
0.02295,0.02758,1.0615171137835338,0.9273705447209146,-0.005274787047126986,
0.0236,0.02824,1.091581868640148,0.949562878278413,-0.00530021704897992,
0.02467,0.0295,1.141073080481036,0.991930060524546,-0.005519674325244601,
0.0242,0.02889,1.1193339500462534,0.9714189643577673,-0.005365413262925986,
0.02447,0.03004,1.131822386679001,1.0100874243443174,-0.0062722988722151846,
0.02313,0.02852,1.0698427382053655,0.9589778076664426,-0.006056763110372069,
0.02145,0.0272,0.9921369102682701,0.9145931405514458,-0.006385903106666209,-0.3106290267858756
0.02109,0.0262,0.9754856614246069,0.8809683927370545,-0.00572252431597995,0.11586511185813021
0.02186,0.0267,1.0111008325624422,0.8977807666442502,-0.005464213711323083,0.2663704684107619
0.022,0.02697,1.0175763182238666,0.9068594485541359,-0.005600525984808372,0.034134059158088634
0.02241,0.02725,1.0365402405180388,0.9162743779421655,-0.005477072046200522,0.03549296965768188
0.02295,0.0278,1.0615171137835338,0.9347679892400806,-0.005499930381077961,-0.12071437981971793
0.02359,0.02737,1.0911193339500462,0.9203093476798924,-0.004419877501082872,1.8017731039008038
0.0279,0.02916,1.2904717853839038,0.980497646267653,-0.0019417255364112714,3.561651837884981
0.02796,0.03156,1.2932469935245143,1.0611970410221923,-0.004337834634058291,0.9024639534063421
0.02765,0.03005,1.27890841813136,1.0104236718224613,-0.003102532660122042,1.9807401753195693
0.02812,0.03,1.3006475485661424,1.0087424344317417,-0.0025813637205877316,2.082572406322537
0.02647,0.02925,1.2243293246993525,0.9835238735709483,-0.0034638296275730403,1.2278868425780194
0.02655,0.02899,1.2280296022201664,0.9747814391392065,-0.003117751141994609,1.3603859736466861
0.0268,0.02883,1.2395929694727106,0.9694014794889039,-0.002704010535484809,1.4991588754234928
0.02416,0.02821,1.1174838112858465,0.9485541358439812,-0.004709515685259329,-0.0208008717285742
0.0246,0.028,1.1378353376503239,0.941492938802959,-0.0040546061392152145,0.4272551480898196
0.02748,0.02869,1.27104532839963,0.964694014794889,-0.001880737504788732,1.7806274864041878
0.03307,0.03,1.5296022201665125,1.0087424344317417,0.0023686362794122715,3.13890927836191
0.03834,0.02978,1.7733580018501387,1.0013449899125757,0.007863779613363243,3.433517522991708
0.04175,0.02995,1.9310823311748382,1.0070611970410221,0.011099805218946584,3.043500743437829
0.03703,0.03021,1.7127659574468086,1.015803631472764,0.006113726733368154,1.693658665023946
0.03864,0.03189,1.7872340425531914,1.0722932078009415,0.006004450365015242,1.4877787866460346
0.03591,0.03142,1.6609620721554115,1.0564895763281774,0.003755438396637785,0.9450220873943385
0.03616,0.03151,1.6725254394079554,1.059515803631473,0.003913334305476017,0.8876074673842799
0.03531,0.03217,1.6332099907493063,1.081708137188971,0.002387904303623095,0.5196958873039083
0.0395,0.03353,1.8270120259019427,1.1274377942165432,0.0051861091482897845,0.9879446415194405
0.03811,0.03273,1.7627197039777982,1.1005379959650303,0.004614812180838784,0.7907318514008739
0.03941,0.0331,1.8228492136910268,1.112979152656355,0.005536162028284872,0.8930827861333605
0.03839,0.03326,1.7756706753006475,1.1183591123066576,0.004352421421775068,0.5834066585158073
0.03575,0.0315,1.6535615171137834,1.0591795561533288,0.0035135680933828795,0.3411529490092153
0.03699,0.03536,1.7109158186864015,1.1889710827168798,0.0008033259613339297,-0.3028206266501559
0.04007,0.05165,1.853376503237743,1.7367182246133155,-0.012787514538945208,-2.666145920378204
0.03986,0.04826,1.8436632747456059,1.6227303295225286,-0.009528260438518794,-1.8630151602954872
0.03871,0.04504,1.7904717853839038,1.5144586415601882,-0.007382980732509044,-1.4055116965873566
0.0368,0.04853,1.702127659574468,1.6318090114324142,-0.012864572712004085,-2.0008000171327427
0.03671,0.04862,1.6979648473635522,1.6348352387357095,-0.013046676803165846,-1.820186472997548
0.03613,0.05108,1.6711378353376505,1.7175521183591125,-0.016144188628254043,-1.9536278358917323
0.0335,0.04671,1.5494912118408881,1.570611970410222,-0.014302023312955096,-1.5477845357899653
0.03225,0.04431,1.4916743755781683,1.4899125756556828,-0.013095914215308077,-1.2710505048841316
0.02933,0.03851,1.356614246068455,1.2948890383322127,-0.010080317229327788,-0.8512674315501042
0.0292,0.03766,1.3506012950971322,1.2663080026899798,-0.009340445257244461,-0.6945597677751263
0.0319,0.03825,1.4754856614246068,1.2861466039004708,-0.007244238743749361,-0.38411610955079695
0.03055,0.03705,1.4130434782608696,1.245796906523201,-0.007366184194925844,-0.3340687794364037
0.03187,0.03746,1.4740980573543017,1.2595830531271015,-0.00646576949910721,-0.16383606915015372
0.0322,0.0402,1.4893617021276595,1.351714862138534,-0.00893982738558756,-0.4200790946471033
0.03332,0.04095,1.5411655874190566,1.3769334229993275,-0.00858736147860225,-0.3116700049844897
0.0295,0.03698,1.364477335800185,1.2434431741761938,-0.008344547679577811,-0.2024488799573495
0.02854,0.03587,1.3200740055504163,1.2061197041022191,-0.008168597221916065,-0.0931336267816372
0.02813,0.03559,1.301110083256244,1.1967047747141897,-0.008292051160523912,-0.007265396311003124
0.02928,0.03681,1.3543015726179464,1.2377269670477473,-0.00839057328516115,0.10332812732880849
0.02874,0.03518,1.3293246993524515,1.1829186281102892,-0.007262465856342548,0.589536339598045
0.02851,0.0353,1.318686401480111,1.1869535978480161,-0.007615271311224893,0.7817876904949826
0.02874,0.035,1.3293246993524515,1.176866173503699,-0.007078257674019019,0.8876805939320889
0.02832,0.0343,1.3098982423681778,1.1533288500336247,-0.006781892520538634,0.9267046542244375
0.0288,0.03445,1.332099907493062,1.1583725622057834,-0.006455399339141583,1.0132263754997022
0.03463,0.03565,1.6017576318223867,1.1987222595830531,-0.0018534538879650883,2.2074406081032687
0.0351,0.03546,1.6234967622571692,1.1923335574983187,-0.0011890119177346975,2.0720305779930994
0.03703,0.0333,1.7127659574468086,1.1197041022192336,0.0029514862701476158,2.763324425310569
0.03687,0.03455,1.7053654024051803,1.1617350369872226,0.0015122627817898,2.1079574646302324
0.03667,0.03539,1.6961147086031452,1.1899798251513114,0.0004526245976133464,1.668908627066894
0.05616,0.03892,2.597594819611471,1.3086751849361131,0.016330097466490848,3.4583248414164447
0.05725,0.03792,2.6480111008325626,1.2750504371217217,0.018443476257177106,2.7978270217674597
0.05147,0.03795,2.3806660499537466,1.2760591795561533,0.012632774893456523,1.775133683497259
0.06782,0.0375,3.1369102682701206,1.2609280430396772,0.02944329534926534,2.770356728105766
0.0601,0.0337,2.7798334875115636,1.13315400134499,0.02561213475387312,2.030843617098026
0.0704,0.0344,3.256244218316374,1.1566913248150639,0.03519576960039274,2.2908532798677395
0.05532,0.03277,2.5587419056429233,1.101882985877606,0.021783877029211335,1.2077677274074468
0.05041,0.033,2.3316373728029602,1.1096166778749161,0.0166384999073535,0.7710776318198476
0.04854,0.0345,2.2451433857539316,1.1600537995965032,0.013233431721324108,0.4705517906128588
0.0411,0.03075,1.9010175763182238,1.0339609952925353,0.009631102186397573,0.15750490967025885
0.042,0.0313,1.942645698427382,1.0524546065904508,0.009968243851520134,0.12245317115374486
0.03911,0.02987,1.808973172987974,1.004371217215871,0.008541675522201482,-0.045351330274387265
0.03827,0.02986,1.7701202590194263,1.004034969737727,0.007711909310108341,-0.17712636901652368
0.04,0.0306,1.8501387604070305,1.0289172831203766,0.008684609005000517,-0.16748646445637327
0.03931,0.03074,1.818223866790009,1.0336247478143914,0.007851335974304437,-0.3210406965966342
0.0406,0.0301,1.877890841813136,1.0121049092131809,0.009796298400343642,-0.22855902278169762
0.03779,0.02938,1.7479185938945418,0.9878950907868191,0.007723131129637746,-0.5069187519197917
0.03748,0.03064,1.7335800185013877,1.0302622730329523,0.006123673853373063,-0.7444344708413693
0.03642,0.03018,1.6845513413506013,1.0147948890383323,0.005534428097088744,-0.834514570353723
0.03569,0.03028,1.650786308973173,1.0181573638197714,0.004702090218020115,-0.96401302357981
0.03607,0.03109,1.6683626271970398,1.0453934095494284,0.004253153397564248,-1.065055503901413
0.03545,0.03049,1.639685476410731,1.0252185608607935,0.004247180671976006,-0.9761162935591071
0.03594,0.03042,1.6623496762257168,1.0228648285137862,0.004808817187324042,-0.831159464438146
0.03435,0.02995,1.5888066604995374,1.0070611970410221,0.00369980521894658,-0.8900616996729875
0.03544,0.03062,1.639222941720629,1.0295897780766645,0.004104141429186789,-0.7843406853237336
0.03565,0.03103,1.648936170212766,1.043375924680565,0.003894556125005423,-0.7441885968291415
0.0346,0.03095,1.6003700277520814,1.0406859448554135,0.002926426428260326,-1.062920555418609
0.03617,0.03073,1.6729879740980573,1.0332885003362475,0.004721569762211303,-0.6810672754319405
0.03609,0.03038,1.6692876965772432,1.0215198386012105,0.004999752338951488,-0.5637862051321876
0.03524,0.0303,1.6299722479185939,1.0188298587760591,0.004231622642206393,-0.8200897713249088
0.03579,0.03035,1.6554116558741907,1.0205110961667787,0.004730453702672083,-0.5298510529656444
0.0336,0.0292,1.5541165587419055,0.9818426361802287,0.003717339311961273,-0.9367833450947772
0.03249,0.02875,1.5027752081406105,0.9667114996637526,0.0030678597677700863,-1.1631335212846161
0.0325,0.02789,1.5032377428307124,0.937794216543376,0.003957965527760274,-0.6286570337588527
0.03108,0.02721,1.4375578168362626,0.9149293880295899,0.0032338631054269276,-0.9513455054766025
0.03068,0.02699,1.4190564292321923,0.9075319435104237,0.003059006439377905,-0.9769735700554035
0.03018,0.02705,1.3959296947271045,0.9095494283792872,0.002497603711936726,-1.5152678442947942
0.0309,0.02742,1.4292321924144311,0.921990585070612,0.0028389535593828126,-1.3118175468098086
0.03142,0.02829,1.4532839962997224,0.9512441156691325,0.002468614011485768,-1.6350782244179642
0.03288,0.03295,1.520814061054579,1.1079354404841963,-0.0008403311531121893,-3.453810264629676
0.03006,0.02975,1.3903792784458835,1.0003362474781439,-0.0003855190229161663,-2.455160503558017
0.03189,0.02895,1.475023126734505,0.9734364492266309,0.002263184009632841,-0.6482434693818637
0.03124,0.02834,1.444958371877891,0.9529253530598522,0.0022374450719514563,-0.6033301259606845
0.03165,0.02863,1.4639222941720629,0.9626765299260256,0.00235066522265244,-0.4638666250621911
0.03169,0.02873,1.46577243293247,0.9660390047074646,0.002288327343583821,-0.46043407173234246
0.03049,0.02796,1.410268270120259,0.9401479488903833,0.0018763290124122374,-0.6696667974933043
0.0307,0.02843,1.419981498612396,0.9559515803631473,0.0016053409807896962,-0.7771190596446923
0.03124,0.02911,1.444958371877891,0.9788164088769334,0.0014494434031230366,-0.8203842559301034
0.03085,0.02865,1.4269195189639223,0.9633490248823133,0.0015301976468387185,-0.6914527313744213
0.03132,0.02909,1.4486586493987048,0.9781439139206457,0.001549910978936763,-0.6071104903219118
0.03201,0.02969,1.480573543015726,0.9983187626092805,0.0016258837045250059,-0.48062927943607864
0.03195,0.02934,1.4777983348751156,0.9865501008742436,0.0019240662812651972,-0.16143084625589849
0.03141,0.02935,1.4528214616096207,0.9868863483523874,0.0013738324933583353,-0.566724638326107
0.03121,0.02959,1.4435707678075855,0.9949562878278414,0.0009282215835936351,-0.8823799594504461
0.02945,0.02854,1.3621646623496761,0.9596503026227303,0.00024276931381420758,-1.4106594540190256
0.03024,0.02965,1.398704902867715,0.9969737726967047,-0.00010318114384753885,-1.571429012710089
0.0321,0.03198,1.4847363552266417,1.0753194351042368,-0.0006276537261465237,-1.8252126802660158
0.03194,0.03118,1.477335800185014,1.0484196368527237,3.104930640249193e-05,-1.114464912810498
0.03015,0.02933,1.3945420906567991,0.9862138533960995,0.0001343000691720643,-0.934911229411507
0.02995,0.02905,1.3852913968547642,0.97679892400807,0.00022084613056421593,-0.7745819012126112
0.02523,0.0246,1.1669750231267344,0.8271687962340283,5.488174911805893e-05,-1.0368326324746069
0.01985,0.01956,0.9181313598519889,0.6577000672494957,-0.00016728914582320176,-1.2931912754100567
0.02393,0.02302,1.106845513413506,0.7740416946872898,0.00037182023840234835,-0.6623431518336558
0.02332,0.02174,1.0786308973172989,0.7310020174848688,0.0010717450904807607,0.1472492093355595
0.02189,0.02067,1.0124884366327473,0.6950235373234701,0.0007367603965150529,-0.15039273776417597
0.02146,0.02026,0.9925994449583718,0.6812373907195697,0.0007263457006964173,-0.0803838552899222
0.02228,0.0213,1.0305272895467161,0.7162071284465367,0.0004820317583827116,-0.3276935332316888
0.02242,0.02175,1.0370027752081405,0.7313382649630128,0.0001615113025738961,-0.6899867449241434
0.02142,0.02119,0.9907493061979649,0.7125084061869537,-0.0002653965746418005,-1.1704439150039585
0.02123,0.02099,0.9819611470860314,0.7057834566240754,-0.0002507208165045509,-1.0517773169662465
0.02141,0.02128,0.990286771507863,0.7155346334902488,-0.00036750066580356483,-1.1214303457794996
0.02168,0.02203,1.0027752081406105,0.7407531943510425,-0.0008650347588182554,-1.6987589574555728
0.02052,0.0205,0.9491211840888066,0.6893073301950235,-0.0004592652090682839,-1.0842758235799341
0.02012,0.02089,0.9306197964847363,0.7024209818426361,-0.0012583829374359229,-2.219939607445693
0.02076,0.02177,0.9602220166512488,0.7320107599193006,-0.001518956273239832,-2.254120439109413
0.02268,0.02279,1.0490286771507862,0.7663080026899799,-0.0006428026397398146,-0.8082766683806015
0.02269,0.02334,1.049491211840888,0.784801613987895,-0.0011956609746172561,-1.488694283391232
0.02224,0.02269,1.0286771507863088,0.7629455279085406,-0.000980464760671186,-1.1251742304045274
0.02212,0.0226,1.0231267345050878,0.7599193006052455,-0.0010083606695094234,-1.0641677548124178
0.02195,0.02217,1.015263644773358,0.7454606590450571,-0.0007383077895143295,-0.6309251383415304
0.02128,0.0216,0.9842738205365402,0.7262945527908541,-0.000824981878823166,-0.6819814459130564
0.02132,0.02183,0.9861239592969472,0.7340282447881641,-0.0010203590006810058,-0.8695837299238968
0.02202,0.02281,1.0185013876040703,0.7669804976462677,-0.0013232702155535382,-1.1657612809167768
0.02183,0.02233,1.0097132284921368,0.7508406186953598,-0.0010220483960241347,-0.6946602554135382
0.02251,0.02205,1.0411655874190564,0.7414256893073302,-5.550233463198426e-05,0.7544570743914388
0.02166,0.02151,1.0018501387604068,0.7232683254875589,-0.0003528777876614063,0.42801081412148745
0.02194,0.02166,1.0148011100832564,0.7283120376597175,-0.00022638460626434043,0.8184027310875441
0.02187,0.02145,1.011563367252544,0.7212508406186954,-8.14750602202291e-05,1.2661429717166395
0.02213,0.02167,1.0235892691951896,0.7286482851378614,-4.6618394171200894e-05,1.41027770728856
0.02144,0.02076,0.9916743755781684,0.6980497646267654,0.00019465630535328918,1.769071495803156
0.0222,0.02108,1.026827012025902,0.7088096839273706,0.0006271750923336865,2.2466715546508063
0.02193,0.021,1.0143385753931546,0.7061197041022192,0.0004390453955885887,1.7043740671811027
0.02191,0.0215,1.013413506012951,0.722932078009415,-9.264399975453946e-05,0.7542382966159129
0.02158,0.02102,0.9981498612395929,0.7067921990585071,6.85778197748628e-05,0.9546883014260582
0.02169,0.02063,1.0032377428307124,0.6936785474108944,0.0005776955481425067,1.5787340359044824
0.02209,0.0211,1.0217391304347825,0.7094821788836584,0.0004967075165199612,1.3437106356400315
0.02175,0.02082,1.0060129509713227,0.7000672494956288,0.0004432535779121116,1.1414497411304907
0.02135,0.0204,0.9875115633672525,0.6859448554135845,0.0004730726700003414,1.0886031479048213
0.01919,0.01841,0.8876040703052728,0.6190316072629455,0.0003495964634659954,0.8103624330120044
0.01981,0.01831,0.9162812210915819,0.6156691324815065,0.0010719343425346223,1.7615804010874763
0.0199,0.01814,0.9204440333024977,0.6099529253530599,0.001335908736951285,1.8821636046064911
0.019,0.01685,0.8788159111933395,0.566577000672495,0.0017560673769365584,2.1185947790409227
0.02023,0.01789,0.9357076780758558,0.601546738399462,0.0019217534346228499,2.0435496763226126
0.02023,0.01752,0.9357076780758558,0.5891055817081372,0.002300403587176765,2.2468006080604774
0.02024,0.01755,0.9361702127659575,0.5901143241425689,0.0022797022234561787,1.9938702452095014
0.02003,0.01768,0.9264569842738205,0.5944855413584399,0.001936662980666963,1.4094199917382721
0.01981,0.0175,0.9162812210915819,0.5884330867518495,0.001900871162990491,1.2445002335899855
0.01978,0.01715,0.9148936170212766,0.5766644250168124,0.002229053739730681,1.468785915941274
0.01964,0.01698,0.908418131359852,0.5709482178883658,0.0022630281341473463,1.3630615176863357
0.01924,0.0165,0.8899167437557817,0.5548083389374581,0.002354249953676748,1.3315855005750294
0.01845,0.01526,0.8533765032377428,0.5131136516476126,0.00283323965412771,1.660981699737449
0.01841,0.01501,0.8515263644773358,0.5047074646940148,0.003049084351799271,1.6619946743619038
0.01829,0.01527,0.8459759481961148,0.5134498991257566,0.0026630058662208446,1.1482378259561197
0.0185,0.01532,0.8556891766882516,0.5151311365164761,0.0028218369266865308,1.213065946608966
0.01921,0.01563,0.8885291396854764,0.5255548083389375,0.0032145895015737933,1.4975937625686964
0.01921,0.01594,0.8885291396854764,0.5359784801613988,0.0028973420764610534,1.0575723634670462
0.0192,0.01582,0.8880666049953746,0.5319435104236718,0.003010147531343401,1.0901971205344105
0.01997,0.01639,0.92368177613321,0.5511096166778748,0.0031968216206522404,1.2201946659574674
0.01971,0.01614,0.9116558741905642,0.5427034297242771,0.003192666318323798,1.1584328239624968
0.01973,0.01615,0.9125809435707678,0.5430396772024211,0.0032024325304169377,1.1857075260074246
